creator,country of citizenship,educated at,ethnic group,place of birth,place of burial,place of death,sex or gender,fonte_educated_at,confianca_educated_at,observacoes_pesquisa,batch_origem,fonte_place_of_birth,confianca_place_of_birth,acervo,source,onde estudou,nome da escola,datas em que estudou,fonte_onde_estudou,fonte_nome_escola,fonte_datas_estudo,confianca_preenchimento,museum_json,lat_birth,lon_birth,score_birth,lat_death,lon_death,score_death
Alexander Calder,United States,house,,Lawnton,,New York City,male,,,,,,,MAC,MAC,,,,,,,,,-27.282703556,152.977363324,100.0,40.7130466,-74.0072301,100.0
Alexander Pilis,Brazil,,,,,,male,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Alexandre Bonnier,France,,,Chalon-sur-Saône,,Paris,male,,,instituições identificadas; datas não localizadas,,,,MAC,MAC,"São Paulo, Brasil; Ulm, Alemanha",Instituto de Arte Contemporânea do Museu de Arte de São Paulo; Hochschule für Gestaltung Ulm,,https://pt.wikipedia.org/wiki/Alexandre_Wollner; https://enciclopedia.itaucultural.org.br/instituicoes/75180-hochschule-fur-gestaltung-ulm-hfg,https://pt.wikipedia.org/wiki/Alexandre_Wollner; https://enciclopedia.itaucultural.org.br/instituicoes/75180-hochschule-fur-gestaltung-ulm-hfg,,media,,46.780623187,4.853794819,100.0,48.856372814,2.352529617,100.0
Alexandre Cruz (Sesper),,,,,,,,,,"biografia localizada em fontes institucionais, sem dados de formação formal",,,,MAC; outros,MAC; outros,,,,,,,,MAC USP,,,,,,
Alexandre Wollner,Brazil,,,São Paulo,,São Paulo,male,,,instituições identificadas; datas não localizadas,,,,MAC; outros,MAC; outros,"São Paulo, Brasil; Ulm, Alemanha",Instituto de Arte Contemporânea do Museu de Arte de São Paulo; Hochschule für Gestaltung Ulm,,https://pt.wikipedia.org/wiki/Alexandre_Wollner; https://enciclopedia.itaucultural.org.br/instituicoes/75180-hochschule-fur-gestaltung-ulm-hfg,https://pt.wikipedia.org/wiki/Alexandre_Wollner; https://enciclopedia.itaucultural.org.br/instituicoes/75180-hochschule-fur-gestaltung-ulm-hfg,,media,MAC USP,-23.5486657,-46.6382522,100.0,-23.5486657,-46.6382522,100.0
Alexandrina Ghetie,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Alfred Hrdlicka,Austria,Academy of Fine Arts Vienna,,Vienna,Vienna Central Cemetery,Vienna,male,,,,,,,MAC,MAC,,,,,,,,,48.2092062,16.3727778,100.0,48.2092062,16.3727778,100.0
الفريد كوبين,Austria–Hungary,"Academy of Fine Arts, Munich",,Litoměřice,Upper Austria,Wernstein am Inn,male,,,,,,,MAC,MAC,,,,,,,,,50.484859737,14.184841794,100.0,48.5087361,13.460199,100.0
Alfred Leslie,United States,New York University,,New York City,,Brooklyn,male,,,Datas da Pratt Institute não apareceram com precisão nas fontes revisadas.,,,,MAC; outros,MAC; outros,"Nova York, EUA; Nova York, EUA; Nova York, EUA",Art Students League; New York University; Pratt Institute,c. 1946; 1947–1949; s.d.,https://ngabiographies.org/biographies/alfredleslie ; https://en.wikipedia.org/wiki/Alfred_Leslie,https://ngabiographies.org/biographies/alfredleslie ; https://en.wikipedia.org/wiki/Alfred_Leslie,https://ngabiographies.org/biographies/alfredleslie,media,MAC USP,40.7130466,-74.0072301,100.0,40.692529,-73.990996,100.0
Alfred Manessier,France,Beaux-Arts de Paris,,Saint-Ouen,Saint-Ouen,Orléans,male,,,dados recuperados de base auxiliar; datas não localizadas,,,,MAC; outros,MAC; outros,"Paris, França; Amiens, França",Beaux-Arts de Paris; Amiens Higher School of Art and Design,,MAC_consolidado_normalized.csv / enriched_batch1.csv,MAC_consolidado_normalized.csv / enriched_batch1.csv,,alta,MAC USP,49.237305387922,-2.21881450916,100.0,47.902857326,1.909331693,100.0
Alfredo Grieco,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Alfredo Mazzeo,,,,,,,male,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Alfredo Nicolaievsky,,,,,,,,,,formação artística no Atelier Livre e graduação em arquitetura na UFRGS,,,,MAC; outros,MAC; outros,"Porto Alegre, Brasil; Porto Alegre, Brasil",Atelier Livre de Porto Alegre; Universidade Federal do Rio Grande do Sul,desde a adolescência; 1976,https://pt.wikipedia.org/wiki/Alfredo_Nicolaiewsky,https://pt.wikipedia.org/wiki/Alfredo_Nicolaiewsky,https://pt.wikipedia.org/wiki/Alfredo_Nicolaiewsky,media,MAC USP,,,,,,
Alfredo Portillo,Venezuela,,,,,,male,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Alfredo Testoni Lauriti,Uruguay,,,Montevideo,,,male,,,,,,,MAC,MAC,,,,,,,,,-34.9055557,-56.1852505,100.0,,,
Alfredo Volpi,Brazil,,,Lucca,,São Paulo,male,,,instituição identificada; datas não localizadas,,,,MAC; outros,MAC; outros,"São Paulo, Brasil",Escola Profissional Masculina do Brás,,https://enciclopedia.itaucultural.org.br/pessoas/512-alfredo-volpi,https://enciclopedia.itaucultural.org.br/pessoas/512-alfredo-volpi,,media,MAC USP,43.8430139,10.507994,100.0,-23.5486657,-46.6382522,100.0
Alice Brill,Germany,,,Cologne,,Itu,female,,,,,,,MAC,MAC,,,,,,,,,50.938106999,6.957068,100.0,-23.265697,-47.299124,100.0
Aligi Sassu,Italy,,,Milan,,Pollença,male,,,"Fontes de biografia indicam passagem por Brera e, depois, pela Accademia Libera, sem datas exatas nesta passada.",,,,MAC; outros,MAC; outros,"Milão, Itália; Milão, Itália",Accademia di Brera; Accademia Libera,c. 1920s; c. 1920s,https://sangiorgioarte.it/en/artisti/sassu-aligi/,https://sangiorgioarte.it/en/artisti/sassu-aligi/,,media,MAC USP,45.4636183,9.1881156,100.0,39.8777448,3.0172052,100.0
Allen Fisher,United States,,,,,,male,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Almandrade,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Almir Mavignier,Brazil,,,Rio de Janeiro,,Hamburg,male,,,,,,,MAC,MAC,,,,,,,,,-22.9014475,-43.1789159,100.0,53.550677999,9.99697,100.0
Aloísio Lucas de Siqueira,,,,,,,,,,A fonte recuperada descreve o artista como autodidata.,,,,MAC; outros,MAC; outros,Formação autodidata,,,https://hroficinadeartes.blogspot.com/2011/07/pintura-aloisio-lucas-siqueira.html,,,media,MAC USP,,,,,,
Aloísio Sergio Magalhães,Brazil,,,Recife,,Padua,male,,,O aperfeiçoamento em design gráfico nos EUA aparece sem instituição específica no trecho consultado.,,,,MAC; outros,MAC; outros,"Recife, Brasil; Paris, França; Paris, França",Universidade Federal de Pernambuco; curso de museologia; Atelier 17,1950; 1951–1953; 1951–1953,https://pt.wikipedia.org/wiki/Alo%C3%ADsio_Magalh%C3%A3es; https://portal.iphan.gov.br/noticias/detalhes/3216,https://pt.wikipedia.org/wiki/Alo%C3%ADsio_Magalh%C3%A3es,https://pt.wikipedia.org/wiki/Alo%C3%ADsio_Magalh%C3%A3es,alta,MAC USP,-8.0551894,-34.871176,100.0,45.4095409,11.8765508,100.0
Alton Pickens,United States,,,,,,male,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Álvaro Amengual,Uruguay,,,Montevideo,,,male,,,,,,,MAC,MAC,,,,,,,,,-34.9055557,-56.1852505,100.0,,,
Álvaro Cármenes,Uruguay,,,,,,male,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Alzira Fragoso,,,,,,,,,,biografia localizada; formação não localizada com segurança,,,,MAC; outros,MAC; outros,,,,,,,,MAC USP,,,,,,
Amador de Carvalho Perez,,,,,,,male,,,O canal do artista informa também graduação em Projeto Gráfico pela Escola de Belas Artes; mantido o dado mais seguro no campo principal.,,,,MAC; outros,MAC; outros,"Rio de Janeiro, RJ",MAM Rio de Janeiro (estudos com Aloísio Carvão e outros professores),antes da atuação expositiva; sem data exata na fonte,https://www.catalogodasartes.com.br/artista/Amador%20de%20Carvalho%20Perez%20-%20Amador%20Perez/ | https://www.youtube.com/%40amadordecarvalhoperez,https://www.catalogodasartes.com.br/artista/Amador%20de%20Carvalho%20Perez%20-%20Amador%20Perez/ | https://www.youtube.com/%40amadordecarvalhoperez,https://www.youtube.com/%40amadordecarvalhoperez,media,MAC USP,,,,,,
Amália Pasqualina Fernandes Filha,,,,,,,,,,instituição identificada em fontes sumárias,,,,MAC; outros,MAC; outros,"Porto Alegre, Brasil",Instituto de Artes da UFRGS,s.d.,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,baixa,MAC USP,,,,,,
Amedeo Modigliani,Kingdom of Italy,Accademia delle Arti del Disegno,Jewish people,Livorno,Père Lachaise Cemetery,Hôpital de la Charité,male,,,,,,,MAC; outros,MAC; outros,"Livorno, Itália; Florença, Itália",estudos com Guglielmo Micheli; Accademia di Belle Arti di Firenze,1898; 1902,https://en.wikipedia.org/wiki/Amedeo_Modigliani; https://www.britannica.com/biography/Amedeo-Modigliani,https://en.wikipedia.org/wiki/Amedeo_Modigliani; https://www.britannica.com/biography/Amedeo-Modigliani,https://en.wikipedia.org/wiki/Amedeo_Modigliani; https://www.britannica.com/biography/Amedeo-Modigliani,media,MAC USP,43.5518876,10.3078411,100.0,47.8674,5.3367,100.0
Amelia Etlinger,United States,,,,,,female,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Amelia Peláez,Cuba,Académie de la Grande Chaumière,,Yaguajay,,Havana,female,,,,,,,MAC,MAC,,,,,,,,,22.3292659,-79.2417855,100.0,23.1281371,-82.3897195,100.0
Américo Spósito,Uruguay,,,Montevideo,,,male,,,,,,,MAC; outros,MAC; outros,"Montevidéu, Uruguai; Montevidéu, Uruguai; Montevidéu, Uruguai",escola italiana de Enzo Kabregú; Círculo de Bellas Artes de Montevideo; Taller Torres García,s.d.; s.d.; 1942,https://es.wikipedia.org/wiki/Am%C3%A9rico_Sp%C3%B3sito,https://es.wikipedia.org/wiki/Am%C3%A9rico_Sp%C3%B3sito,https://es.wikipedia.org/wiki/Am%C3%A9rico_Sp%C3%B3sito,media,MAC USP,-34.9055557,-56.1852505,100.0,,,
Amelia Toledo,Brazil,University of Brasília,,São Paulo,,Cotia,female,,,Parte da formação ocorreu em ateliês; a data da escola em Londres não apareceu com precisão nas fontes vistas.,,,,MAC; outros,MAC; outros,"São Paulo, Brasil; São Paulo, Brasil; São Paulo, Brasil; Londres, Reino Unido",Ateliê de Anita Malfatti; estudos com Yoshiya Takaoka; estudos com Waldemar da Costa; Central School of Arts and Crafts,c. final dos anos 1930; c. 1940s; c. 1940s; s.d.,https://www.ameliatoledo.com/biografia; https://pt.wikipedia.org/wiki/Amelia_Toledo,https://www.ameliatoledo.com/biografia; https://pt.wikipedia.org/wiki/Amelia_Toledo,https://www.ameliatoledo.com/biografia,media,MAC USP,-23.5486657,-46.6382522,100.0,-23.6006667,-46.8973921,100.0
Amílcar de Castro,Brazil,Federal University of Minas Gerais,,Paraisópolis,,Belo Horizonte,male,,,,,,,MAC; outros,MAC; outros,"Belo Horizonte, Brasil; Belo Horizonte, Brasil",Faculdade de Direito da Universidade Federal de Minas Gerais; Escola de Belas Artes de Belo Horizonte,1941–1945; desde 1944,Instituto Amílcar de Castro; Enciclopédia Itaú Cultural,Instituto Amílcar de Castro; Enciclopédia Itaú Cultural,Instituto Amílcar de Castro; Guia das Artes,alta,MAC USP,-22.5494836,-45.7839767,100.0,-19.9181771,-43.9370534,100.0
Ana Alice Francisquetti,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Ana Amorim,Brazil,,,São Paulo,,,female,,,,,,,MAC,MAC,,,,,,,,,-23.5486657,-46.6382522,100.0,,,
Ana Cristina Andrade,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Ana Luiza Dias Batista,,,,,,,female,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Ana Maria Tavares,Brazil,Fundação Armando Alvares Penteado,,Belo Horizonte,,,female,,,,,,,MAC,MAC,,,,,,,,,-19.9181771,-43.9370534,100.0,,,
Ana Santos,Mexico,,,Tlaxcala de Xicoténcatl,,,female,,,,,,,MAC,MAC,,,,,,,,,25.706782778,-98.489827222,100.0,,,
Ana Teixeira,,,,,,,,,,datas aproximadas,,,,MAC; outros,MAC; outros,"São Paulo, Brasil",Faculdade de Arquitetura e Urbanismo da Universidade de São Paulo,1980s,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,media,MAC USP,,,,,,
Analívia Cordeiro,Brazil,Faculty of Architecture and Urbanism of the University of São Paulo,,São Paulo,,,female,,,,,,,MAC,MAC,,,,,,,,,-23.5486657,-46.6382522,100.0,,,
Anatol Władysław,Brazil,,,Warsaw,,São Paulo,male,,,A própria biografia consultada também o descreve como autodidata; por isso a confiança fica média.,,,,MAC; outros,MAC; outros,"São Paulo, Brasil; São Paulo, Brasil; São Paulo, Brasil",estudos com Lucy Citti Ferreira; estudos com Yolanda Mohalyi; Ateliê Abstração de Samson Flexor,c. fim dos anos 1930; c. fim dos anos 1930; c. anos 1950,https://icaa.mfah.org/s/en/item/1322921; https://www.proec.unicamp.br/wp-content/uploads/2025/10/Conversas-com-o-Acervo-Anatol-Wladyslaw.pdf,https://icaa.mfah.org/s/en/item/1322921; https://www.proec.unicamp.br/wp-content/uploads/2025/10/Conversas-com-o-Acervo-Anatol-Wladyslaw.pdf,https://icaa.mfah.org/s/en/item/1322921,media,MAC USP,52.229827082,21.011731518,100.0,-23.5486657,-46.6382522,100.0
Andrea Campos de Sá,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Andrea Cascella,Italy,,,Pescara,,Milan,male,,,,,,,MAC,MAC,,,,,,,,,42.4648263,14.2140946,100.0,45.4636183,9.1881156,100.0
Pietro Cascella,Italy,,,Pescara,,Pietrasanta,male,,,,,,,MAC,MAC,,,,,,,,,42.4648263,14.2140946,100.0,43.9566474,10.2266272,100.0
Andrea Montin,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
André Bruyère,France,,,Orléans,,4th arrondissement of Paris,male,,,,,,,MAC,MAC,,,,,,,,,47.902857326,1.909331693,100.0,48.8561982,2.3556748,100.0
Fernand Léger,France,Académie Julian,French,Argentan,Gif-sur-Yvette,Gif-sur-Yvette,male,,,"Formação anterior em arquitetura mencionada em outras biografias, mas sem instituição formal confirmada nesta passada.",,,,MAC; outros,MAC; outros,"Paris, França; Paris, França; Paris, França",École des Arts Décoratifs; École des Beaux-Arts; Académie Julian,1903; 1903; c. 1903–1904,https://www.tate.org.uk/whats-on/tate-britain/fernand-leger,https://www.tate.org.uk/whats-on/tate-britain/fernand-leger,https://www.tate.org.uk/whats-on/tate-britain/fernand-leger,alta,MAC USP,48.743980475,-0.016452183,100.0,48.701825366,2.133960843,100.0
André Lhote,France,école des beaux-arts de Bordeaux,,Bordeaux,Montparnasse Cemetery,Paris,male,,,identificado como artista,,,,MAC; outros,MAC; outros,Bordeaux,École des Beaux-Arts de Bordeaux,1898–1904,Wikipédia,Wikipédia,Wikipédia,alta,MAC USP,44.837898313,-0.579380299,100.0,48.856372814,2.352529617,100.0
أندريه ماسون,France,Beaux-Arts de Paris,,Balagny-sur-Thérain,,4th arrondissement of Paris,male,,,,,,,MAC; outros,MAC; outros,,,,,,,,,49.295997384,2.336771849,100.0,48.8561982,2.3556748,100.0
André Ricardo,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Andréa Brown,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Andrés Vásquez Gloria,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Andrzej Lachowicz,Poland,,,Vilnius,,Wrocław,male,,,,,,,MAC,MAC,,,,,,,,,54.701609712,25.266350902,100.0,51.107841756,17.038656154,100.0
Andrzej Meissner,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Andrzej Nowacki,,University of Innsbruck,,Rabka-Zdrój,,,male,,,,,,,MAC,MAC,,,,,,,,,49.610026012,19.9527566,100.0,,,
Andrzej Różycki,Poland,National Film School in Łódź,,Baranavichy,Stary Cmentarz w Łodzi,,male,,,,,,,MAC,MAC,,,,,,,,,53.1319075,26.0165994,100.0,,,
Anésia Pacheco e Chaves,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Ângela Leite,,Instituto de Ciências Biomédicas Abel Salazar,,,,,female,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Anhelo Hernández Ríos,Uruguay,,,Montevideo,,Montevideo,male,,,,,,,MAC,MAC,,,,,,,,,-34.9055557,-56.1852505,100.0,-34.9055557,-56.1852505,100.0
Anita Malfatti,Brazil,Mackenzie Presbyterian University,,São Paulo,,São Paulo,female,,,instituição em Berlim identificada; data precisa não localizada,,,,MAC; outros,MAC; outros,"São Paulo, Brasil; São Paulo, Brasil; Berlim, Alemanha",Escola Americana; Mackenzie College; Academia de Belas Artes de Berlim,1903; 1906; ,https://pt.wikipedia.org/wiki/Anita_Malfatti,https://pt.wikipedia.org/wiki/Anita_Malfatti,https://pt.wikipedia.org/wiki/Anita_Malfatti,media,MAC USP,-23.5486657,-46.6382522,100.0,-23.5486657,-46.6382522,100.0
Anna Barros,,,,,,,,,,graduação em artes plásticas e mestrado em artes,,,,MAC; outros,MAC; outros,"Los Angeles, EUA; São Paulo, Brasil",Otis Art Institute; Escola de Comunicações e Artes da USP,1984; 1990,https://enciclopedia.itaucultural.org.br/pessoas/8485-anna-barros,https://enciclopedia.itaucultural.org.br/pessoas/8485-anna-barros,https://enciclopedia.itaucultural.org.br/pessoas/8485-anna-barros,alta,MAC USP,,,,,,
Anna Bella Geiger,Brazil,Federal University of Rio de Janeiro,,Rio de Janeiro,,,female,,,,,,,MAC,MAC,,,,,,,,,-22.9014475,-43.1789159,100.0,,,
Anna Coccoli,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Anna Kutera,Poland,Eugeniusz Geppert Academy of Fine Arts,,Zgorzelec,,,female,,,,,,,MAC,MAC,,,,,,,,,51.149722205,15.006666645,100.0,,,
Anna Letycia Quadros,Brazil,,,,,,female,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Anna Luiza Bellucci,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Anna Maria Maiolino,Brazil,Escola Nacional de Belas Artes,,Scalea,,,female,,,,,,,MAC,MAC,,,,,,,,,39.8144511,15.791008,100.0,,,
Anna Salvatore,Italy,,,Rome,,Rome,female,,,instituição identificada; datas não localizadas com precisão,,,,MAC; outros,MAC; outros,"Nápoles, Itália",Accademia di Belle Arti di Napoli,s.d.,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,media,MAC USP,41.8905568,12.4942679,100.0,41.8905568,12.4942679,100.0
Annarrê Smith,Brazil,,,São Paulo,,,,,,,,,,MAC,MAC,,,,,,,,,-23.5486657,-46.6382522,100.0,,,
Anne Breivik,Norway,,,Steinkjer Municipality,,Moss Municipality,female,,,,,,,MAC,MAC,,,,,,,,,43.4230274,-1.6162985,74.29,59.43406,10.65945,100.0
Anne Ethuin,France,,,,Père Lachaise Cemetery,,female,,,As fontes não trazem escola formal; mantida formulação prudente.,,,,MAC; outros,MAC; outros,"Paris, França; Bregnerød, Dinamarca",sem formação formal identificada; início do desenho e pintura em Paris; participação no Congrès Cobra em Bregnerød,começa a desenhar e pintar em 1949,https://www.dorothysgallery.com/2012/03/31/ethuin/ | https://www.appl-lachaise.net/ethuin-simone-jaguer-dite-anne-1921-2009/ | https://www.galerie-lesyeuxfertiles.com/artiste/ethuin-anne-,,https://www.dorothysgallery.com/2012/03/31/ethuin/ | https://www.appl-lachaise.net/ethuin-simone-jaguer-dite-anne-1921-2009/,baixa,MAC USP,,,,,,
Anne Ryan,United States,Atelier 17,,Hoboken,,Morristown,female,,,,,,,MAC,MAC,,,,,,,,,40.743464,-74.029065,100.0,36.214459,-83.295107,100.0
Annie Leibovitz,United States,San Francisco Art Institute,,Waterbury,,,female,,,,,,,MAC,MAC,,,,,,,,,41.5542609,-73.0430692,100.0,,,
Anselmo Bucci,Kingdom of Italy,Brera Academy,,Fossombrone,urban cemetery of Monza,Monza,male,,,,,,,MAC,MAC,,,,,,,,,43.6917222,12.8137777,100.0,45.5831323,9.2729647,100.0
Antelma Santini,,,,,,,,,,,,,,MAC,MAC,,,,,,,,,,,,,,
Antoine Mortier,Belgium,,,Saint-Gilles,,Auderghem,male,,,instituição identificada; datas não localizadas com precisão,,,,MAC; outros,MAC; outros,"Bruxelas, Bélgica",Académie des Beaux-Arts de Bruxelles,s.d.,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,baixa,MAC USP,50.828543192,4.342225635,100.0,50.810184819,4.438037006,100.0
Antoni Mikołajczyk,Poland,Nicolaus Copernicus University in Toruń,,Siemianowice Śląskie,Służew Cemetery (Renety Street),Łódź,male,,,,,,,MAC,MAC,,,,,,,,,50.304806677,19.026196218,100.0,51.764444457,19.463055493,100.0
Antoni Miralda,Spain,,,Terrassa,,,male,,,,,,,MAC,MAC,,,,,,,,,41.5609412,2.0104484,100.0,,,
Antoni Muntadas,United States,,,Barcelona,,,male,,,,,,,MAC,MAC,,,,,,,,,41.387917,2.1699187,100.0,,,
安东尼·塔皮埃斯,Spain,German School of Barcelona,,Barcelona,Cementiri de Collserola,Barcelona,male,,,,,,,MAC; outros,MAC; outros,,,,,,,,,41.387917,2.1699187,100.0,41.387917,2.1699187,100.0
Antônio Bandeira,Brazil,Beaux-Arts de Paris,African Brazilians,Fortaleza,,Paris,male,,,,,,,MAC; outros,MAC; outros,Rio de Janeiro,Academia Imperial de Belas Artes (Aiba),ingresso em 1879,https://enciclopedia.itaucultural.org.br/pessoas/7649-rafael-pinto-bandeira,https://enciclopedia.itaucultural.org.br/pessoas/7649-rafael-pinto-bandeira,https://enciclopedia.itaucultural.org.br/pessoas/7649-rafael-pinto-bandeira,alta,Museu Nacional de Belas Artes,-3.7184625,-38.5416698,100.0,48.856372814,2.352529617,100.0
Antonio Corpora,Kingdom of Italy,Tunis Institute of Fine Arts,,Tunis,,Rome,male,,,Fonte indica formação no instituto de belas-artes de Túnis sob Armand Vergeaud antes da ida a Paris.,,,,MAC; outros,MAC; outros,"Túnis, Tunísia",Tunis Institute of Fine Arts,c. 1920s–1929,https://artsandculture.google.com/entity/g120n2xv9,https://artsandculture.google.com/entity/g120n2xv9,https://artsandculture.google.com/entity/g120n2xv9,media,MAC USP,34.116317988,9.608516496,100.0,41.8905568,12.4942679,100.0
Antonio Dias,Brazil,,,Campina Grande,,Rio de Janeiro,male,,,instituição identificada; datas não localizadas,,,,MAC; outros,MAC; outros,"Rio de Janeiro, Brasil",Atelier Livre de Gravura da Escola Nacional de Belas Artes,,https://pt.wikipedia.org/wiki/Antonio_Manuel_Lima_Dias,https://pt.wikipedia.org/wiki/Antonio_Manuel_Lima_Dias,,media,MAC USP,-7.2309326,-35.8818436,100.0,-22.9014475,-43.1789159,100.0
Antonio Ferro,,,,,,,,,,,,,,MAC,MAC,Nápoles; Salerno,"Academia de Belas Artes de Nápoles; estudos com Giacomo Di Chirico, Teofilo Patini e Domenico Morelli",1883-1885; 1884-1886,https://pt.wikipedia.org/wiki/Antonio_Ferrigno,https://pt.wikipedia.org/wiki/Antonio_Ferrigno,https://pt.wikipedia.org/wiki/Antonio_Ferrigno,alta,,,,,,,
Antonio Henrique Amaral,Brazil,,,São Paulo,,São Paulo,male,,,"Fontes convergem para formação no MASP, MAM/SP e Pratt Graphic Institute.",,,,MAC; outros,MAC; outros,"São Paulo, Brasil; São Paulo, Brasil; Nova Iorque, Estados Unidos",Escola do Museu de Arte de São Paulo (MASP); Museu de Arte Moderna de São Paulo (MAM/SP); Pratt Graphic Institute,1952; 1956; 1959,https://pt.wikipedia.org/wiki/Antonio_Henrique_do_Amaral; https://blombo.com/artistas/antonio-henrique-amaral; https://www.acervo.sp.gov.br/ObrasAudioteca/AntonioAmaral,https://pt.wikipedia.org/wiki/Antonio_Henrique_do_Amaral; https://blombo.com/artistas/antonio-henrique-amaral,https://blombo.com/artistas/antonio-henrique-amaral,alta,MAC USP,-23.5486657,-46.6382522,100.0,-23.5486657,-46.6382522,100.0
